movieId,title,genres
2767,Illuminata (1998),Comedy
2771,Brokedown Palace (1999),Drama
2804,"Christmas Story, A (1983)",Children|Comedy
2805,Mickey Blue Eyes (1999),Comedy|Romance
2817,Aces: Iron Eagle III (1992),Action
2824,On the Ropes (1999),Documentary|Drama
2835,Chill Factor (1999),Action|Adventure|Comedy|Thriller
2839,West Beirut (West Beyrouth) (1998),Drama
2855,Nightmares (1983),Horror
2877,Tommy (1975),Musical
2881,Double Jeopardy (1999),Action|Crime|Drama|Thriller
2902,Psycho II (1983),Horror|Mystery|Thriller
2921,High Plains Drifter (1973),Western
2942,Flashdance (1983),Drama|Romance
2953,Home Alone 2: Lost in New York (1992),Children|Comedy
2964,Julien Donkey-Boy (1999),Drama
2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery
2995,House on Haunted Hill (1999),Horror|Thriller
2996,Music of the Heart (1999),Drama
3001,"Suburbans, The (1999)",Drama
3007,American Movie (1999),Documentary
3011,"They Shoot Horses, Don't They? (1969)",Drama
3028,"Taming of the Shrew, The (1967)",Comedy
3029,Nighthawks (1981),Action|Drama
3030,Yojimbo (1961),Action|Adventure
3041,Meatballs Part II (1984),Comedy
3047,Experience Preferred... But Not Essential (1982),Drama
3070,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi
3091,Kagemusha (1980),Drama|War
3101,Fatal Attraction (1987),Drama|Thriller
3129,Sweet and Lowdown (1999),Comedy|Drama
3146,Deuce Bigalow: Male Gigolo (1999),Comedy
3168,Easy Rider (1969),Adventure|Drama
3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",Documentary
3185,Snow Falling on Cedars (1999),Drama
3186,"Girl, Interrupted (1999)",Drama
3189,My Dog Skip (1999),Children|Drama
3198,Papillon (1973),Crime|Drama
3202,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971),Drama|Horror
3213,Batman: Mask of the Phantasm (1993),Animation|Children
3240,"Big Tease, The (1999)",Comedy
3259,Far and Away (1992),Adventure|Drama|Romance
3264,Buffy the Vampire Slayer (1992),Action|Comedy|Horror
3269,Forever Young (1992),Drama|Romance|Sci-Fi
3270,"Cutting Edge, The (1992)",Comedy|Drama|Romance
3302,Beautiful People (1999),Comedy
3303,Black Tar Heroin: The Dark End of the Street (2000),Documentary
3310,"Kid, The (1921)",Comedy|Drama
3334,Key Largo (1948),Crime|Drama|Film-Noir|Thriller
3338,For All Mankind (1989),Documentary
3362,Dog Day Afternoon (1975),Crime|Drama
3371,Bound for Glory (1976),Drama
3406,Captain Horatio Hornblower R.N. (1951),Action|Adventure|Drama|War
3417,"Crimson Pirate, The (1952)",Adventure|Comedy
3426,Jungle Fever (1991),Drama|Romance
3428,"Champ, The (1979)",Drama
3429,Creature Comforts (1989),Animation|Comedy
3434,Death Wish 5: The Face of Death (1994),Action|Drama
3438,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi
3450,Grumpy Old Men (1993),Comedy
3452,Romeo Must Die (2000),Action|Crime|Romance|Thriller
3487,El Dorado (1966),Western
3499,Misery (1990),Drama|Horror|Thriller
3504,Network (1976),Comedy|Drama
3506,North Dallas Forty (1979),Comedy|Drama
3531,All the Vermeers in New York (1990),Comedy|Drama|Romance
3537,Where the Money Is (2000),Comedy|Drama
3550,The Hunger (1983),Horror
3555,U-571 (2000),Action|Thriller|War
3567,Bossa Nova (2000),Comedy|Drama|Romance
3593,Battlefield Earth (2000),Action|Sci-Fi
3599,Anchors Aweigh (1945),Comedy|Musical
3628,Flying Tigers (1942),Action|Drama|Romance|War
3633,On Her Majesty's Secret Service (1969),Action|Adventure|Romance|Thriller
3639,"Man with the Golden Gun, The (1974)",Action|Adventure|Thriller
3640,"King in New York, A (1957)",Comedy|Drama
3646,Big Momma's House (2000),Comedy
3655,Blow-Out (La grande bouffe) (1973),Drama
3657,Pandora and the Flying Dutchman (1951),Drama
3661,Puppet Master II (1991),Horror|Sci-Fi|Thriller
3662,Puppet Master III: Toulon's Revenge (1991),Horror|Sci-Fi|Thriller
3680,"Decline of Western Civilization Part II: The Metal Years, The (1988)",Documentary
3681,For a Few Dollars More (Per qualche dollaro in più) (1965),Action|Drama|Thriller|Western
3682,Magnum Force (1973),Action|Crime|Drama|Thriller
3700,"Brother from Another Planet, The (1984)",Drama|Sci-Fi
3701,Alien Nation (1988),Crime|Drama|Sci-Fi|Thriller
3713,"Long Walk Home, The (1990)",Drama
3723,Hamlet (1990),Drama
3724,Coming Home (1978),Drama|War
3725,American Pop (1981),Animation|Musical
3728,One False Move (1992),Crime|Drama|Film-Noir|Thriller
3734,Prince of the City (1981),Drama
3737,Lonely Are the Brave (1962),Drama|Western
3739,Trouble in Paradise (1932),Comedy|Romance
3744,Shaft (2000),Action|Crime|Thriller
3768,Braddock: Missing in Action III (1988),Action|War
3794,Chuck & Buck (2000),Comedy|Drama
3799,Pokémon the Movie 2000 (2000),Animation|Children
3810,White Sands (1992),Drama|Thriller
3833,"Brain That Wouldn't Die, The (1962)",Horror|Sci-Fi
3908,Urban Legends: Final Cut (2000),Horror
3922,Bikini Beach (1964),Comedy
3928,Abbott and Costello Meet Frankenstein (1948),Comedy|Horror
3932,"Invisible Man, The (1933)",Horror|Sci-Fi
3939,Slumber Party Massacre II (1987),Horror
3960,Haunted (1995),Drama|Thriller
3961,Ghoulies (1985),Horror
4003,She's Having a Baby (1988),Comedy
4052,Antitrust (2001),Crime|Drama|Thriller
4077,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)",Drama|Thriller
4082,Barfly (1987),Comedy|Drama|Romance
4105,"Evil Dead, The (1981)",Fantasy|Horror|Thriller
4106,Extreme Prejudice (1987),Action|Crime|Drama|Thriller|Western
4133,Masters of the Universe (1987),Action|Adventure|Fantasy|Sci-Fi
4166,Series 7: The Contenders (2001),Action|Drama
4191,Alfie (1966),Comedy|Drama|Romance
4200,Double Impact (1991),Action
4201,"End, The (1978)",Comedy
4231,Someone Like You (2001),Comedy|Romance
4247,Joe Dirt (2001),Adventure|Comedy|Mystery|Romance
4251,Chopper (2000),Drama|Thriller
4273,Under the Sand (2000),Drama
4282,Fellini Satyricon (1969),Drama|Fantasy
4317,Love Potion #9 (1992),Comedy|Romance
4319,Apache (1954),Western
4350,Forgotten Silver (1996),Comedy|Documentary
4351,Point Break (1991),Action|Crime|Thriller
4360,There's No Business Like Show Business (1954),Musical
4371,Baby Boy (2001),Crime|Drama
4383,"Crimson Rivers, The (Rivières pourpres, Les) (2000)",Crime|Drama|Mystery|Thriller
4388,Scary Movie 2 (2001),Comedy
4401,Donovan's Reef (1963),Action|Comedy|Romance
4410,Something Wild (1986),Comedy|Crime|Drama
4459,Alaska: Spirit of the Wild (1997),Documentary|IMAX
4467,"Adventures of Baron Munchausen, The (1988)",Adventure|Comedy|Fantasy
4480,"Blob, The (1988)",Horror|Sci-Fi
4486,Clean and Sober (1988),Drama
4493,Critters 2: The Main Course (1988),Comedy|Horror|Sci-Fi
4500,Drowning by Numbers (1988),Comedy|Drama
4557,Tucker: The Man and His Dream (1988),Drama
4563,Young Einstein (1988),Comedy
4606,Immediate Family (1989),Drama
4608,"Innocent Man, An (1989)",Crime|Drama
4643,Planet of the Apes (2001),Action|Adventure|Drama|Sci-Fi
4655,Romero (1989),Drama
4662,"See No Evil, Hear No Evil (1989)",Comedy|Crime
4682,Warlock (1989),Action|Horror
4688,Black Robe (1991),Adventure|Drama
4691,Def-Con 4 (1985),Action|Sci-Fi
4697,Basket Case (1982),Comedy|Horror
4710,"Shootist, The (1976)",Drama|Western
4716,Bad Timing: A Sensual Obsession (1980),Drama
4735,Ghosts of Mars (2001),Horror|Sci-Fi|Thriller
4763,"Iron Ladies, The (Satree lek) (2000)",Comedy
4783,"Endurance: Shackleton's Legendary Antarctic Expedition, The (2000)",Documentary
4801,"Little Foxes, The (1941)",Drama
4810,I Never Promised You a Rose Garden (1977),Drama
4831,Can't Stop the Music (1980),Comedy|Musical
4832,Carny (1980),Drama
4835,Coal Miner's Daughter (1980),Drama
4842,"Dogs of War, The (1980)",Drama|War
4862,Not Without My Daughter (1991),Drama
4863,Female Trouble (1975),Comedy|Crime
4889,Heist (2001),Crime|Drama
4915,"Beastmaster, The (1982)",Action|Adventure|Fantasy
4925,"Cheap Detective, The (1978)",Comedy
4927,"Last Wave, The (1977)",Fantasy|Mystery|Thriller
4941,Flash Gordon (1980),Action|Adventure|Sci-Fi
4979,"Royal Tenenbaums, The (2001)",Comedy|Drama
4999,Dodsworth (1936),Drama|Romance
5012,Yentl (1983),Drama|Musical|Romance
5015,Monster's Ball (2001),Drama|Romance
5021,Murder by Death (1976),Comedy|Crime|Mystery|Thriller
5038,"Flight of Dragons, The (1982)",Adventure|Animation|Children|Drama|Fantasy
5054,Brainstorm (1983),Sci-Fi|Thriller
5056,"Enigma of Kaspar Hauser, The (a.k.a. Mystery of Kaspar Hauser, The) (Jeder für sich und Gott Gegen Alle) (1974)",Crime|Drama
5064,The Count of Monte Cristo (2002),Action|Adventure|Drama|Thriller
5066,"Walk to Remember, A (2002)",Drama|Romance
5092,Big Fat Liar (2002),Children|Comedy
5097,Bright Eyes (1934),Comedy|Drama
5122,Summer of '42 (1971),Drama
5147,Wild Strawberries (Smultronstället) (1957),Drama
5182,Hawk the Slayer (1980),Action|Fantasy
5223,Pauline & Paulette (Pauline en Paulette) (2001),Comedy|Drama
5247,Smokey and the Bandit (1977),Action|Comedy
5250,Stir Crazy (1980),Comedy
5265,Death to Smoochy (2002),Comedy|Crime|Drama
5334,Cadillac Man (1990),Comedy|Crime
5343,"Temp, The (1993)",Drama|Thriller
5359,Rambling Rose (1991),Drama
5364,Unfaithful (2002),Drama|Thriller
5380,"Importance of Being Earnest, The (2002)",Comedy|Drama|Romance
5382,Every Which Way But Loose (1978),Comedy
5388,Insomnia (2002),Action|Crime|Drama|Mystery|Thriller
5389,Spirit: Stallion of the Cimarron (2002),Adventure|Animation|Children|Western
5440,She Wore a Yellow Ribbon (1949),Western
5452,Look Who's Talking Now (1993),Children|Comedy|Romance
5502,Signs (2002),Horror|Sci-Fi|Thriller
5521,"Principal, The (1987)",Action|Crime|Drama
5560,À nous la liberté (Freedom for Us) (1931),Comedy|Musical
5568,Johnny Dangerously (1984),Comedy
5577,Igby Goes Down (2002),Comedy|Drama
5633,Heaven (2002),Drama
5646,Valmont (1989),Drama|Romance
5649,Horror of Dracula (Dracula) (1958),Horror
5668,White Oleander (2002),Drama
5669,Bowling for Columbine (2002),Documentary
5684,Naqoyqatsi (2002),Documentary
5690,Grave of the Fireflies (Hotaru no haka) (1988),Animation|Drama|War
5696,Urban Cowboy (1980),Drama
5732,Eye of the Needle (1981),Thriller
5752,Gregory's Girl (1981),Comedy|Romance
5773,Neighbors (1981),Comedy
5788,All or Nothing (2002),Drama
5796,Casino Royale (1967),Action|Adventure|Comedy
5826,Rio Grande (1950),Romance|Western
5841,Return to the Blue Lagoon (1991),Adventure|Romance
5874,Friday After Next (2002),Comedy
5888,Brother (Brat) (1997),Crime|Drama
5909,Visitor Q (Bizita Q) (2001),Comedy|Drama|Horror
5945,About Schmidt (2002),Comedy|Drama
6022,American Me (1992),Drama
6033,Mystery Date (1991),Comedy
6103,Monsignor (1982),Drama|War
6114,Permanent Vacation (1982),Drama
6155,How to Lose a Guy in 10 Days (2003),Comedy|Romance
6156,Shanghai Knights (2003),Action|Adventure|Comedy
6203,Life Stinks (1991),Comedy
6211,Ten (2002),Drama
6228,"Talk of the Town, The (1942)",Comedy|Romance|Thriller
6237,"Glenn Miller Story, The (1953)",Drama
6249,Boat Trip (2003),Comedy
6264,"Core, The (2003)",Action|Drama|Sci-Fi|Thriller
6290,House of 1000 Corpses (2003),Horror
6297,Holes (2003),Adventure|Children|Comedy|Mystery
6300,Flickering Lights (Blinkende lygter) (2000),Action|Comedy|Crime
6322,Confidence (2003),Crime|Thriller
6323,Identity (2003),Crime|Horror|Mystery|Thriller
6333,X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller
6356,Gunfight at the O.K. Corral (1957),Western
6377,Finding Nemo (2003),Adventure|Animation|Children|Comedy
6414,Gay Purr-ee (1962),Animation|Children|Musical
6419,Mr. & Mrs. Bridge (1990),Drama
6480,Thoroughly Modern Millie (1967),Comedy|Musical
6535,"Legally Blonde 2: Red, White & Blonde (2003)",Comedy
6537,Terminator 3: Rise of the Machines (2003),Action|Adventure|Sci-Fi
6559,Little Giants (1994),Children|Comedy
6579,"One, Two, Three (1961)",Comedy
6664,Commando (1985),Action|Adventure
6665,Dracula (1979),Horror|Romance
6671,"Angel at My Table, An (1990)",Drama
6679,Revolution OS (2001),Documentary
6684,Death in Venice (Morte a Venezia) (1971),Drama|Romance
6731,Day of the Dead (1985),Horror|Sci-Fi|Thriller
6739,At War with the Army (1950),Comedy|Musical|Romance
6757,Demonlover (2002),Crime|Drama|Mystery|Thriller
6794,Beethoven's 2nd (1993),Children|Comedy
6800,Cobra (1986),Action|Crime
6868,Wonderland (2003),Crime|Drama|Mystery|Thriller
6877,Girls Will Be Girls (2003),Comedy
6887,Radio (2003),Drama
6920,"Cercle Rouge, Le (Red Circle, The) (1970)",Crime|Thriller
6927,"Human Stain, The (2003)",Drama|Romance|Thriller
6935,"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup) (2003)",Documentary
6940,In My Skin (Dans ma Peau) (2002),Drama
6975,Funny Games (1997),Drama|Horror|Thriller
6989,Gorky Park (1983),Crime|Drama|Thriller
7010,"Lover, The (Amant, L') (1992)",Drama|Romance
7056,"Public Enemy, The (1931)",Action|Crime|Drama
7062,Birdman of Alcatraz (1962),Drama
7089,Amarcord (1973),Comedy|Drama
7107,Foul Play (1978),Comedy|Thriller
7150,Stuck on You (2003),Comedy
7204,Hells Angels on Wheels (1967),Drama
7212,I Was a Male War Bride (1949),Comedy|Romance
7245,Tormented (1960),Horror|Thriller
7260,Latter Days (2003),Comedy|Drama|Romance
7294,Welcome to Mooseport (2004),Comedy
7300,Vanishing Point (1971),Action|Drama
7316,Confessions of a Teenage Drama Queen (2004),Comedy
7325,Starsky & Hutch (2004),Action|Comedy|Crime|Thriller
7354,Mad Dog and Glory (1993),Comedy|Drama|Romance
7382,I'm Not Scared (Io non ho paura) (2003),Drama|Mystery|Thriller
7396,Scenes From a Marriage (Scener ur ett äktenskap) (1973),Drama
7407,Africa Screams (1949),Adventure|Comedy
7437,Connie and Carla (2004),Comedy
7439,"Punisher, The (2004)",Action|Crime|Thriller
7456,Valentin (Valentín) (2002),Drama
7505,"Kingdom, The (Riget) (1994)",Drama|Horror|Mystery
7572,Wit (2001),Drama
7579,Pride and Prejudice (1940),Comedy|Drama|Romance
7584,Woman of the Year (1942),Comedy|Romance
7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)",Action|Adventure|Drama|Thriller
7701,Look Who's Talking Too (1990),Comedy|Romance
7809,Ambush (Rukajärven tie) (1999),Drama|Romance|War
7820,"Virgin Spring, The (Jungfrukällan) (1960)",Crime|Drama
7835,Song of the Thin Man (1947),Comedy|Crime|Drama|Musical|Mystery|Romance
7881,White Zombie (1932),Horror
7883,I Walked with a Zombie (1943),Drama|Horror
7895,Bring Me the Head of Alfredo Garcia (1974),Crime|Drama|Thriller
7921,"Devil's Rain, The (1975)",Horror
7947,Under the Volcano (1984),Drama
7976,Ken Park (2002),Drama
7980,"Bridge Too Far, A (1977)",Action|Drama|War
7981,Infernal Affairs (Mou gaan dou) (2002),Crime|Drama|Thriller
8003,Bedlam (1946),Drama|Horror
8019,Dark Water (Honogurai mizu no soko kara) (2002),Drama|Horror|Mystery|Thriller
8057,Sweet Bird of Youth (1962),Drama
8129,Sex: The Annabel Chong Story (1999),Documentary
8142,Dead or Alive: Hanzaisha (1999),Action|Crime
8190,"Americanization of Emily, The (1964)",Comedy|Drama|War
8253,Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979),Action|Adventure|Animation|Comedy|Crime|Mystery
8273,"Tale of Ham and Passion, A (Jamón, Jamón) (1992)",Comedy|Drama|Romance
8453,It Had to Be You (2000),Comedy|Romance
8499,Pretty Baby (1978),Drama
8528,Dodgeball: A True Underdog Story (2004),Comedy
8530,Dear Frankie (2004),Drama|Romance
